peak ID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum,Predicted Label,Prediction Probability
0,Unknown,1793,0.4513667,0.5686833,0.7642167,203.2222,6679.0625,38100.22265625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,196.3815,203.10628:24 203.20688:20 203.22225:1919 204.22687:234 205.08652:37 205.15812:50 205.22974:18 206.91559:48 207.03264:134 207.17795:16,55.05444:93 56.04956:32 58.06504:2038 67.0541:11 70.06444:134 70.96004:7 72.08087:965 83.81263:10 84.08118:4335 84.95807:12 95.08556:13 97.06489:7 98.09813:24 98.10298:7 105.07055:12 111.74697:10 112.11307:9239 112.97519:12 113.11485:12 119.08323:10 127.12201:13 128.72745:8 129.1393:2442 157.08804:15 161.09529:26 167.03922:17 167.04936:10 170.11037:12 175.1138:8 185.12875:9 203.10596:17 203.22192:14,0,0.060223685779235106
1,Unknown,1804,0.5121334,0.5820333,0.7307333,112.1124,2211.625,12553.2353515625,,[M+H]+,M + 0,found in higher mz's MsMs_10; found in higher mz's MsMs_2; found in higher mz's MsMs_0,,,,,,,999,False,False,False,,,,,,154.2245,112.00551:23 112.1124:685 112.95472:62 112.96618:63 113.03391:23 113.96234:260 114.09004:51 115.96355:51 116.90815:46 116.97705:59,53.93785:20 55.05444:220 56.0503:55 67.04447:35 70.06526:99 70.94105:124 70.97903:28 84.08118:2168 97.08904:11 112.11203:501,0,0.1061321282679791
2,Unknown,1804,0.475,0.5820333,0.7478167,129.1397,2401.875,14855.916015625,,[M+H]+,M + 0,found in higher mz's MsMs_10; found in higher mz's MsMs_0,,,,,,,999,False,False,False,,,,,,71.74742,129.1018:46 129.13968:551 130.00782:72 130.06371:28 130.14086:97 130.9585:47 130.96747:55 131.92954:90 132.00048:33 133.92774:55,52.00585:10 55.05444:272 55.93513:39 56.04883:200 58.0643:594 59.93006:64 67.05169:28 69.07185:36 70.06608:84 72.08004:249 72.93731:10 75.02918:10 84.08028:3548 86.09581:28 92.89876:54 112.11307:1213 128.06099:26 129.14043:43,0,0.04290917108553491
3,Unknown,1804,0.4817333,0.5820333,0.67645,295.1201,1636.0,6829.7138671875,,[M+H]+,M + 0,similar chromatogram in higher mz_4,,,,,,,999,False,False,False,,,,,,32.41185,295.12006:661 296.12291:64 297.08184:78 297.11563:373 298.12187:58 299.06199:27 299.09081:21 299.11454:111 300.11736:25,56.04884:30 57.06916:29 60.93292:10 70.06528:67 72.07923:23 84.0812:161 93.06894:10 94.06457:10 99.93393:30 110.07352:31 114.97935:24 116.00016:39 127.11983:37 128.00224:45 128.99344:45 129.13821:21 131.00977:32 138.061:17 143.00552:17 143.01256:51 145.0266:60 146.93941:10 154.01447:38 155.01122:23 156.02588:16 157.02666:153 159.04523:32 161.83524:10 163.99985:10 165.87949:22 169.02539:29 171.01556:41 171.0412:85 173.03799:119 173.05864:98 181.03163:50 183.04066:438 185.02345:75 185.05812:806 186.06766:28 186.92174:18 187.07455:65 198.05392:14 199.04707:19 200.06352:20 202.08466:19 204.89816:13 204.94588:10 207.08739:10 212.08275:38 214.08035:36 214.92743:46 224.08408:24 226.10045:48 228.09476:55 228.10068:209 230.12012:20 238.08568:24 240.09711:22 240.1366:26 241.04283:10 242.11243:44 253.09293:22 255.11028:71 255.1275:58 257.12936:380 259.1185:36 259.14218:938 277.14059:18 295.12146:78,0,0.15926222811018623
6,Unknown,1815,0.5324166,0.5955667,0.72055,102.0127,2680.25,12311.1376953125,,[M+H]+,M + 0,similar chromatogram in higher mz_13; similar chromatogram in higher mz_14; similar chromatogram in higher mz_15; similar chromatogram in higher mz_4; similar chromatogram in higher mz_9; similar chromatogram in higher mz_16,,,,,,,999,False,False,False,,,,,,84.58636,101.94733:58 101.96416:71 102.01267:855 102.95344:38 102.96935:71 103.01611:26 103.95649:28 104.00847:799 105.01061:24 105.06989:62 105.96205:316 106.9928:68,55.93441:45 55.9564:27 56.9633:51 59.93083:81 60.98726:2452 69.93405:10 74.93666:20 75.19996:10 78.99729:78 88.99318:125,0,0.07520930316965137
8,Unknown,1815,0.4648833,0.5955667,0.67645,301.1116,2029.375,7798.2470703125,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,43.7851,300.85991:20 301.11331:744 302.11607:140 302.88671:21 303.11195:699 303.14609:55 304.11289:150 304.87752:14 305.10692:429 305.14631:541 305.18912:19 306.10944:84,56.04811:20 58.06506:86 68.05723:20 72.07923:69 73.06463:20 84.0812:1354 85.08282:27 98.09427:65 110.09924:76 112.1131:51 115.12656:105 127.12315:886 129.13712:44 174.95692:20 179.05203:20 181.15431:20 184.18036:349 191.05486:102 199.18819:36 201.20628:27 220.07845:64 223.56052:20 225.01688:21 233.03651:21 234.0957:56 246.09296:38 248.11006:45 256.0553:78 263.11823:21 265.10962:45 265.13675:576 267.0108:31 270.07425:75 283.05161:131 283.25122:21 290.4584:21 299.09561:57 301.11478:276,0,0.23939686778763128
9,Unknown,1815,0.5357667,0.5955667,0.67645,303.1119,1857.5,7094.513671875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,71.28652,302.88671:21 303.11195:699 303.14609:55 304.11289:150 304.87752:14 305.10692:429 305.14631:541 305.18912:19 306.10944:84 306.15403:107 307.10672:103 307.14452:203 307.86306:20 308.10907:22,58.06655:36 70.06445:141 72.07922:54 84.08209:1910 98.09911:62 110.0694:49 110.09614:55 115.12233:62 123.11658:20 127.12313:914 129.13821:38 157.10649:53 175.1281:20 177.16812:20 178.90121:20 182.1055:20 184.18033:295 193.05048:60 199.19092:38 210.08881:21 212.08415:21 212.87148:20 220.07697:21 222.8575:37 224.08553:51 226.10188:104 228.08585:21 228.88898:28 234.08968:47 248.10695:35 253.11005:21 257.13718:56 265.13513:216 266.89066:46 267.13412:391 270.81738:21 272.06906:155 285.04739:22 301.08752:21 303.10825:280 303.21066:21,0,0.27443051130450624
10,Unknown,1815,0.4209333,0.5955667,0.7273667,310.2603,5396.5,33771.37890625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,187.17,310.26024:1004 310.8113:21 311.14321:61 311.26426:216 312.26298:22 313.14011:33 314.19222:18 315.14166:23,56.05103:11 58.06579:44 60.04318:14 61.00869:7 67.0549:20 70.06444:76 72.08087:50 80.04715:7 82.06642:30 84.08118:1923 85.07647:11 86.09581:29 89.11065:7 94.06835:13 96.08132:336 98.09619:181 101.07389:12 110.09201:30 110.09612:230 112.0757:20 112.10476:12 112.11203:383 113.10755:16 115.12337:31 121.03164:7 122.05942:204 124.07561:75 126.09069:19 127.08443:21 127.12422:300 129.10365:36 129.1393:272 136.06177:11 138.08977:40 139.08684:471 140.10722:47 141.10223:40 142.08791:7 149.10402:12 150.092:62 152.10793:16 153.10214:193 153.13611:27 155.11861:78 155.15645:19 165.10262:176 165.13663:29 167.11398:112 167.11778:497 167.15199:14 169.13113:19 172.86005:7 175.11769:14 178.13104:10 179.12152:43 181.13315:103 182.12929:28 184.1404:9 184.18164:55 191.15237:12 193.17169:13 196.14229:74 198.15598:19 204.15089:11 207.1508:14 209.16621:30 210.1655:17 213.19911:14 213.20914:37 216.94551:7 219.1501:135 222.15997:41 224.175:183 236.17755:56 238.19151:42 241.20108:9 250.1927:22 251.21867:26 267.25586:26 275.22305:37 276.20621:31 293.22147:18 293.23322:354 310.26166:746,0,0.23839350487421962
12,Unknown,1826,0.5222667,0.6091334,0.8205166,104.0085,2951.3125,13622.4013671875,,[M+H]+,M + 0,similar chromatogram in higher mz_13,,,,,,,999,False,False,False,,,,,,126.1961,103.95548:33 104.00845:1029 104.95334:24 105.0116:31 105.0327:17 105.06987:47 105.96304:240 106.99177:43 107.08609:35 107.91648:42 107.95925:175 108.91369:83 108.96281:58,51.93942:25 57.93439:108 59.93081:25 60.98725:342 61.93019:27 62.98302:996 66.92492:10 67.93434:118 68.94155:45 76.93121:27 80.99275:47 90.98596:33 90.98877:126,0,0.097085401148102
14,Unknown,1826,0.5222667,0.6091334,0.6936833,259.1424,3258.9375,14163.349609375,,[M+H]+,M + 0,found in higher mz's MsMs_16; found in higher mz's MsMs_3,,,,,,,999,False,False,False,,,,,,73.24058,258.85055:50 259.12347:52 259.14241:907 259.19133:30 259.85302:18 260.13754:39 260.14386:104 261.13774:364 262.14145:47 262.8498:33 263.13436:66,55.05226:25 58.06355:16 68.98632:10 70.06362:36 72.08004:27 84.08028:51 84.95987:143 86.09581:25 87.96963:17 101.05812:40 102.97895:15 111.04548:35 114.97721:16 116.99364:25 125.98063:25 126.98167:39 127.99998:141 128.99339:162 129.99402:27 131.01196:83 136.08235:10 140.99512:28 142.99258:20 143.01018:200 144.01895:34 145.02773:109 152.00034:32 154.01685:51 155.01117:124 155.90829:19 156.03195:32 157.00572:28 157.02661:351 159.04269:70 162.03104:10 166.99234:25 169.02788:41 171.01678:52 171.02576:69 171.04243:137 171.8652:47 172.04002:20 173.03279:243 173.0573:44 176.12057:17 179.04805:17 181.02631:113 183.02071:32 183.04193:771 184.04861:53 185.03271:126 185.05673:484 186.0676:41 187.04099:43 187.07585:40 199.04288:25 201.07692:23 202.08319:19 211.07315:18 214.06738:29 215.08978:19 225.07414:30 228.09764:69 238.07956:12 238.08411:42 240.10159:28 249.06206:10 255.09142:10 255.11177:27 257.12613:90 257.14972:10 259.14209:52,0,0.03691493048692092
16,Unknown,1826,0.4378667,0.6091334,0.6833333,305.148,2322.0625,9713.85546875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,162.713,305.10858:249 305.14797:642 306.10938:66 306.14883:75 307.10839:101 307.14446:277 308.09181:31 308.14687:68 308.24497:26 309.1423:65 309.19918:18,58.06579:20 70.0628:64 74.05924:25 84.08118:340 85.08461:27 87.05718:17 89.01443:10 101.98657:17 105.03136:10 116.99576:19 125.97293:23 126.97615:24 127.12311:164 128.00108:55 128.99452:90 129.10143:55 131.01085:30 140.99396:19 143.01018:175 144.01543:28 145.02654:183 149.98392:16 151.99913:45 154.01564:54 155.01117:85 156.03195:31 157.02661:457 159.04146:78 163.0396:28 169.02406:48 171.01678:96 171.03345:59 171.04243:154 173.03407:358 173.04826:205 174.03229:24 175.03596:21 181.02631:116 183.04193:1503 184.17897:27 185.04472:223 185.05806:3927 186.06358:24 187.07449:237 199.04703:42 200.06763:59 201.05328:37 201.06857:68 201.07553:39 202.08458:51 213.06171:32 214.08601:126 215.07829:29 226.08565:29 228.1021:417 230.09625:18 230.11261:33 238.08711:74 240.09856:75 242.11845:36 253.09596:34 255.1102:139 257.10727:79 257.12613:2135 257.14813:72 259.13107:59 259.14209:4331 263.20721:10 267.13409:41 269.13254:59 269.16632:10 305.10831:72,0,0.20670732260904576
17,Unknown,1848,0.4074333,0.6362333,0.7478167,296.2459,3650.0625,17055.0390625,,[M+H]+,M + 0,similar chromatogram in higher mz_18,,,,,,,999,False,False,False,,,,,,81.81615,296.21888:15 296.24588:873 297.07827:26 297.24726:158 298.25541:22 299.20931:21 301.14038:362,58.06278:32 70.06606:58 72.08084:111 82.06373:33 83.06044:20 84.08025:377 84.09014:20 94.02744:41 108.08114:118 110.09711:491 110.40178:20 112.11199:2302 120.07904:20 123.0567:198 129.14037:891 136.07658:90 151.08678:1082 178.05772:20 179.15688:61 183.18779:20 205.13385:183 222.15112:107 222.15988:1805 265.0105:48 281.05115:55 296.24222:83,0,0.06477139772909149
18,Unknown,1848,0.4311,0.6362333,0.741,356.2672,4382.5625,20875.83984375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,110.9762,356.07297:92 356.26722:1117 356.90956:60 357.06329:39 357.26893:246 358.16259:41 358.2702:35 360.16529:43 361.16128:17,56.04812:39 58.06507:138 69.03278:36 70.0653:40 71.04846:116 72.08174:144 73.04789:70 74.04494:36 84.04617:183 84.06145:100 84.08212:109 85.07742:1385 90.97666:58 98.06129:30 99.09199:25 112.11312:1238 114.70204:10 116.06989:173 129.09705:26 129.14047:1975 144.06609:141 213.20638:1336 220.93443:29 220.95483:10 228.13034:77 228.1348:171 250.15872:51 267.00125:41 268.00012:30 324.23621:61 356.0231:11 356.0712:63 356.21548:49 356.26361:568,0,0.04768994009268221
19,Unknown,1859,0.5290167,0.64985,0.7307333,158.9652,1623.125,6714.5859375,,[M+H]+,M + 0,similar chromatogram in higher mz_20; similar chromatogram in higher mz_17; similar chromatogram in higher mz_24; similar chromatogram in higher mz_25; found in higher mz's MsMs_24,,,,,,,999,False,False,False,,,,,,39.71023,158.96516:521 159.13701:28 161.09687:68 163.03868:70 163.13383:17,54.93812:85 55.94466:438 57.06914:25 72.04675:75 76.93379:20 81.06953:21 91.05985:20 99.9339:98 117.05515:49 129.06467:20 159.09956:56,0,0.04321321411908255
20,Unknown,1859,0.4919,0.64985,0.7341833,226.9505,3419.6875,12622.470703125,,[M+H]+,M + 0,found in higher mz's MsMs_24,,,,,,,999,False,False,False,,,,,,71.30987,226.95054:1148 227.03767:20 227.10119:35 227.12483:36 227.9529:44 229.14293:28 231.21466:26,53.03953:10 55.05226:49 57.06988:30 60.95586:10 69.0694:65 70.06608:20 77.04131:35 78.04264:10 80.0568:21 90.97568:2030 93.06985:27 97.09869:35 117.06894:10 121.06615:57 185.88043:10 192.97961:30 209.03438:21 227.09496:18 227.1053:10,0,0.05194831257852506
22,Unknown,1859,0.4682333,0.64985,0.7307333,288.9203,1740.5,6946.0654296875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,161.2929,288.92026:496 289.92588:32 290.9249:14 291.1607:19 293.19658:18 293.23518:74,84.08385:20 87.97604:20 90.97752:835 101.01375:20 129.10583:20 176.96454:37 208.03348:21 220.93423:84 259.10416:21 288.9682:31,0,0.18743588060051744
24,Unknown,1859,0.4614833,0.64985,0.8171333,430.9159,1503.0,5280.619140625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,148.6976,430.91591:507 431.08483:40 431.91564:62 432.91857:26,70.06526:30 73.04618:67 90.97755:1477 97.02916:20 98.98853:20 129.10031:46 139.01979:20 158.96358:1735 159.96628:33 226.95169:1022 294.87723:38 326.96716:84 326.98135:21 413.05695:21,0,0.057251728972146684
26,Unknown,1870,0.5554667,0.6634,0.7711167,185.1144,3627.1875,19117.49609375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,85.92375,185.1144:789 186.11739:50 187.11103:12 189.16286:12,55.01733:64 55.0566:73 57.93438:193 58.94228:218 69.06938:38 76.95612:31 83.08278:20 98.94558:20 98.96021:187 99.96915:102 113.05435:20 116.97028:56 121.10925:20 126.96617:201 127.97887:43 141.06958:31,0,0.041231108005654424
29,Unknown,1958,0.5820333,0.7005166,0.8205166,365.1066,2559.5625,8506.8466796875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,18.17118,365.03923:260 365.10479:431 365.54135:85 366.04006:23 366.10758:89 367.10987:65 367.87659:7,70.06357:10 71.07151:4 84.08112:15 97.02812:25 108.04339:137 109.04632:7 119.03393:13 120.079:7 129.09911:7 136.06281:338 175.11626:8 176.99448:16 183.12669:4 185.04193:514 203.0527:1309 204.06531:37 205.06918:8 216.0309:6 220.07095:4 222.0663:8 232.07803:12 240.08623:13 302.04224:115 303.04144:20 312.04767:29 320.03958:21 320.05362:162 321.05051:14 330.0567:25 365.08185:37 365.1062:1001 365.13989:14,0,0.16754075797631127
30,Unknown,2090,0.6833333,0.7512,0.8541667,139.05,2185.6875,6776.201171875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,49.7938,139.05:503 139.11128:34 140.05053:24 140.9592:54 141.95838:87 143.08302:57 143.95911:43,51.02219:10 52.01851:10 53.0366:5 54.03357:14 55.01873:13 55.05364:31 55.93359:13 56.94176:25 56.96396:6 57.03427:5 57.93507:50 58.94222:7 65.04008:12 66.03365:937 67.04197:21 68.04822:267 68.99682:4 69.04487:56 70.06435:9 70.94095:15 77.03777:39 78.03474:17 79.04074:6 79.05294:12 81.03324:4 81.06942:11 83.05053:11 84.08017:5 84.95976:29 90.90358:8 91.05412:15 93.04515:3517 94.02735:19 94.05016:8 94.05111:12 95.06058:557 96.04468:12 96.08023:5 97.03965:92 97.06476:8 97.95338:8 98.96304:7 106.02514:7 109.07901:5 110.08055:3 111.09079:6 121.0401:2037 122.02244:7 139.0381:8 139.04967:253 139.1225:9,0,0.04638492428843714
32,Unknown,2167,0.741,0.8136666,0.8886333,194.1176,5766.125,32543.2265625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,23.18679,193.93052:37 194.11759:1186 195.12:147 195.92874:25 197.08579:30,51.02296:20 55.01663:4 56.05029:13 58.06504:1425 59.05977:4 59.07257:74 60.08193:9 65.0378:8 70.06526:5 72.93647:10 77.03959:113 79.05479:72 81.06776:3 82.97919:3 86.9758:2 89.03663:11 91.05237:13 95.04828:3 98.96415:4 105.04241:4 107.04924:1998 108.9594:4 110.09715:4 113.96825:4 117.03288:11 133.02925:4 134.09645:4 134.89224:23 135.03802:49 135.04486:4397 136.04576:5 148.91017:4 152.9045:38 162.89694:60 170.91296:18 175.91901:29 176.11539:3 179.08217:4 180.90894:56 193.92859:8 194.10201:5 194.11703:633,0,0.06466159177524618
36,Unknown,2486,0.8335,0.9526833,0.9807333,640.0466,4555.25,25415.421875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,30.11234,639.94991:18 640.04663:813 640.21032:98 640.96953:35 641.04647:148 641.21774:49 642.04958:61 644.01337:18,87.06088:4 97.02824:18 119.03622:18 136.06183:486 176.99467:11 193.0519:10 232.0813:135 273.01425:12 312.04803:16 330.0589:49 332.88593:7 349.89218:9 410.02448:90 426.6532:8 428.00079:19 428.03729:2271 429.03976:17 462.91849:9 463.92297:26 464.93912:8 489.99002:69 506.03351:19 507.96045:10 508.00244:781 524.05304:40 580.02661:13 604.02271:663 604.06366:18 622.00464:16 622.03644:191 639.97247:10 640.04688:332 640.18829:9 640.22052:30,0,0.12822640796758633
37,Unknown,2486,0.8335,0.9526833,0.9911667,746.1011,8943.4375,49216.57421875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,55.30412,746.04223:42 746.10114:1581 747.10023:427 747.89087:22 748.11072:112 748.88043:15 749.10042:47 749.88675:17,80.04894:4 98.0574:4 108.04862:8 136.06183:74 136.07556:8 150.05482:87 158.04298:4 176.99599:9 178.08664:71 204.06415:51 221.09183:16 222.07533:37 258.04349:6 258.05295:20 276.06296:273 284.02722:7 302.04263:511 312.04977:21 319.07092:26 320.05048:52 330.05533:31 356.06747:8 374.04291:8 400.01843:47 410.02646:151 427.98862:9 428.01093:35 428.03729:462 429.03772:8 429.0885:9 431.08081:12 437.09155:12 442.02408:8 452.04721:15 477.97375:9 480.01837:4 489.98785:13 508.00024:9 535.07043:7 550.01453:8 568.03918:10 576.00824:33 577.06512:12 577.07922:114 586.00793:17 594.01562:274 604.02515:23 622.034:13 631.09326:11 667.08368:9 685.08105:30 693.05811:6 711.02118:15 711.06036:277 728.94928:8 729.03662:82 729.07373:6776 730.07458:62 746.10156:735,0,0.3035916441989529
44,Unknown,2673,0.9631333,1.0314,1.106733,458.9282,2676.5625,14004.685546875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,67.99191,458.92821:553 459.93257:62 460.93172:39 461.93406:19,59.02889:2 70.02835:8 74.93666:2 97.0282:69 113.03251:15 119.03403:2 136.06064:3 147.06535:4 152.90451:4 153.01363:2 162.89944:8 180.91026:9 192.93198:3 214.85841:8 220.92998:6 230.91336:10 232.87039:234 238.94101:3 242.86494:32 246.9194:12 248.91669:14 248.92442:103 250.8801:83 260.87616:93 263.93454:4 264.93085:52 266.93228:9 272.9024:4 274.92065:4 282.94272:6 286.87912:9 288.89169:5 295.1012:2 300.89532:17 301.89429:3 304.88919:6 310.88013:26 312.09122:2 317.94235:8 326.88922:11 327.8967:7 328.85062:6 328.87372:22 328.89151:1097 328.92349:4 342.93887:10 344.87311:9 344.89679:294 346.90408:32 360.95258:6 362.90329:4 368.82465:4 378.95206:4 384.76395:4 386.86658:4 397.91339:4 398.90933:11 458.92593:38,0,0.13838659786186158
47,Unknown,2684,0.9737167,1.044483,1.1136,405.01,6279.8125,31661.998046875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,93.80935,405.00997:1149 406.01278:140 407.01287:43,51.02227:2 53.03811:2 55.01882:16 57.06989:5 59.04772:5 69.03357:234 70.02918:8 71.08645:5 80.97425:4 85.10181:4 87.04348:6 96.71464:8 97.02918:7546 98.03116:4 98.98269:12 112.04044:5 113.02001:6 113.03565:317 115.03821:43 136.06178:8 138.05061:4 139.0545:4 148.0406:29 149.02266:8 152.99425:8 155.04416:30 158.98338:5 166.04996:29 167.04558:42 176.99463:244 178.9353:4 178.94974:152 191.04401:25 191.8429:2 195.00584:8 209.05568:99 227.06694:243 232.91679:3 247.88158:4 264.02853:6 267.03482:2 268.85446:6 274.97269:6 278.87637:4 289.01834:12 292.97818:6 296.84335:13 296.85349:11 307.0343:22 314.86475:5 386.86276:4,0,0.14438973165920488
51,Unknown,3652,1.276917,1.354367,1.435067,194.1174,3123.0625,14807.4228515625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,15.19611,193.93029:57 194.11736:647 195.12114:78,51.0215:5 55.93287:4 56.05024:10 58.06499:772 59.07327:44 60.08035:8 72.93639:18 77.03865:63 79.05471:25 95.0845:3 107.05015:947 110.09395:4 112.08285:2 113.9629:6 134.89325:33 135.04358:2462 136.04791:4 138.05968:4 148.90881:4 152.05579:3 152.90071:27 162.89803:59 170.9128:12 175.91621:8 175.92142:24 179.08067:4 180.91006:47 194.11684:285,0,0.06385263628166216
57,Unknown,7502,2.4984,2.553267,2.6337,239.1489,3611.5625,11580.009765625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,83.99211,239.10186:20 239.14886:937 240.15195:109 241.15106:22 241.25154:19 243.22887:17,55.05369:14 57.06912:13 59.0492:4 67.05247:11 69.06937:15 70.06441:4 71.08641:5 73.04615:18 73.06794:4 77.0387:3 80.06027:2 81.0695:19 83.08635:6 84.95893:5 85.09995:3 87.04343:10 89.05972:608 93.06887:5 95.04729:4 95.08456:15 97.09962:5 105.06648:4 108.05056:4 109.10062:4 111.08056:3 117.95728:4 119.08532:7 121.10062:5 123.07954:4 131.08598:4 133.06764:4 133.08687:32 143.08398:3 151.03496:4 155.08435:6 165.07233:4 167.08476:5 169.0992:4 170.97314:4 175.07352:4 179.08078:4 183.11349:5 193.01904:4 197.12781:3 204.94295:4 221.08578:5 224.10448:3 239.10912:5 239.14551:3,0,0.021203625395296015
58,Unknown,7502,2.505283,2.553267,2.6405,284.2074,2552.75,8191.10986328125,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,106.1866,284.0504:18 284.20737:674 285.21305:71 285.27596:32 288.20411:18,55.05369:4 55.06169:2 57.0321:4 69.06937:4 73.06626:4 81.07038:4 84.08115:4 87.04434:5 89.05972:460 95.05015:3 133.08687:108 151.09641:18 177.10802:5 177.11192:22 195.1221:12 239.15005:42 249.15945:2 251.96492:12 266.10315:4 267.99988:23 268.01431:9 269.98224:4 284.04681:7 284.23352:4 284.28806:16,0,0.0264994611600658
67,Unknown,8668,2.893217,2.944067,3.078767,283.174,2629.8125,12085.654296875,,[M+H]+,M + 0,found in higher mz's MsMs_68,,,,,,,999,False,False,False,,,,,,27.35102,283.17394:560 284.04229:13 284.05551:20 284.17944:125 285.27612:37,55.05372:10 57.06989:14 58.06505:4 65.04018:2 67.05491:8 69.07023:13 70.06527:7 71.08562:10 73.04535:4 79.05567:4 81.06866:7 83.08282:4 84.08209:5 86.094:4 87.04256:8 89.04682:4 89.05977:455 93.07271:2 95.08461:4 97.09968:5 107.08476:3 109.09863:3 114.96147:5 119.08752:4 121.10069:4 123.04481:4 133.08582:57 136.07666:4 157.10403:3 159.11568:8 172.8588:4 177.11201:8 192.1227:4 195.12083:4 196.38676:2 212.13983:4 222.93507:4 250.96552:25 250.9826:11 266.99796:61 267.01718:29 268.97501:10 278.97461:8 283.02026:4 283.04993:46 283.11426:4 283.20334:10 283.23633:9,0,0.03232058356258859
68,Unknown,8668,2.879417,2.944067,3.047433,328.2343,3077.5625,14454.2099609375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,77.90708,328.23433:749 329.00557:28 329.23321:112 330.2425:37 330.99826:21 332.20677:15,70.06526:17 80.97511:4 84.04522:4 84.08028:6 85.08189:2 87.04254:10 88.04044:4 89.05976:546 91.07575:3 98.98462:50 107.07257:4 116.02969:4 129.11034:2 131.07144:4 133.08691:208 151.09526:9 177.1133:88 195.12218:16 221.13982:7 239.15015:25 247.13663:4 265.16382:4 268.03848:5 283.17688:86 300.17133:4 328.15942:4 328.2038:4,0,0.049152931004315274
74,Unknown,9251,3.082183,3.137967,3.256367,276.1575,2382.75,7707.36767578125,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,89.20498,276.15752:636 276.6546:38 276.65786:154 277.16192:37 279.09429:84 279.16144:86 280.09745:29 281.04981:329,53.0388:4 55.03042:12 55.05442:201 56.01285:9 58.06428:3 60.05532:148 69.03598:5 70.06442:21 72.07169:4 72.08084:269 73.08386:3 89.10599:4 97.07548:80 98.06023:235 99.06263:8 105.07252:2 107.0492:11 114.10325:217 115.08021:5 115.08757:32 115.1044:4 117.06996:6 119.04788:6 120.05756:7 120.55216:4 121.02944:6 122.05938:7 125.07011:2 126.09285:13 131.11517:4 131.12865:386 132.0361:4 132.12848:5 140.08049:8 143.05116:8 144.05655:4 150.07751:3 151.08437:9 152.0583:3 153.5755:5 156.09312:4 157.11011:230 159.04018:10 165.06854:6 167.08476:4 167.57552:7 168.58333:4 171.04366:102 172.56625:9 176.062:6 176.10751:21 178.07735:29 179.0834:12 181.06448:11 181.57269:5 183.09891:13 185.61852:4 187.03824:17 188.5872:4 189.06812:27 190.07906:9 191.08727:22 193.064:3 194.07326:8 195.07693:3 197.1003:22 201.06853:17 202.07755:6 205.06226:4 207.0816:61 208.0858:3 209.09808:16 211.09872:8 217.06529:8 218.07167:17 219.08037:78 220.08122:5 223.07549:18 229.06537:6 235.07599:89 236.07504:4 237.08376:11 237.08978:103 238.0946:7 239.10609:8 241.10204:4 242.11533:6 245.05894:24 246.13895:3 246.63596:41 247.07645:142 248.07748:11 249.05115:4 250.06238:7 251.08653:2 257.12918:8 258.11731:4 258.15668:4 262.08234:5 263.07037:445 264.07458:29 265.0871:469 266.08878:35 273.05453:9 276.16049:15 276.20447:23,0,0.02451398258927555
