PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
1659	Unknown	18535	9.393367	9.51755	9.655933	514.3964	5286.875	27754.333984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	251.7147	514.3497:22 514.39639:1161 515.39737:284 516.39932:72 517.36657:112 518.3191:72 519.14072:124 519.34622:89	57.06981:87 71.08552:225 71.84627:10 73.06368:71 81.06413:10 85.10078:113 87.04426:44 89.05964:1400 103.07733:10 117.08894:64 118.09349:10 121.94557:10 127.14726:84 133.08562:1054 135.09253:31 161.11623:25 171.17429:260 175.09541:34 175.10449:36 177.10655:149 177.11176:812 179.12523:28 185.15118:16 195.12193:22 215.19879:264 220.13046:10 221.13808:226 239.14529:30 259.21121:28 259.22543:163 265.16666:72 283.17654:104 294.1955:10 303.24606:32 307.16785:11 321.26288:12 327.17773:11 327.20255:86 328.2034:45 329.20935:78 347.27435:11 353.21652:22 365.27271:11 371.20383:39 371.2265:834 407.36819:10 453.34161:62 497.37064:544 497.40341:37 514.30023:24 514.33801:39 514.35803:34 514.39136:272 514.4447:19
1660	Unknown	18535	9.3516	9.51755	9.62855	515.3974	1424.5	7766.5107421875	null	[M+H]+	M + 1	isotope of 1659	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	292.4549	515.39737:284 516.39932:72 517.36657:112 518.3191:72 519.14072:124 519.34622:89 519.45793:45 520.13512:61 520.33635:378	
1661	Unknown	18535	9.4072	9.51755	9.698017	558.4189	2974.1875	16610.728515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	256.3111	558.41895:790 558.48381:34 559.38071:45 559.42476:287 559.48273:58 560.38739:24 560.4222:77 561.39962:104 562.38951:35 563.37097:87	
1662	Unknown	18546	9.393367	9.531266	9.655933	137.0597	4355.75	30291.06640625	null	[M+H]+	M + 0	found in higher mz's MsMs_1682; found in higher mz's MsMs_1666; found in higher mz's MsMs_1677; found in higher mz's MsMs_1664	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	84.35979	137.02184:25 137.05971:1356 137.09414:324 137.13202:231 138.01621:38 138.06344:146 138.09914:41 139.07429:90 139.11013:229 139.1506:47 141.07212:60 141.09192:102	
1663	Unknown	18546	9.42095	9.531266	9.614634	151.0749	2642.1875	17066.541015625	null	[M+H]+	M + 0	similar chromatogram in higher mz_1665; similar chromatogram in higher mz_1678; similar chromatogram in higher mz_1680; similar chromatogram in higher mz_1672	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	55.69289	151.07493:784 151.09662:76 151.11229:439 151.14844:204 152.06214:45 152.07786:74 152.14314:36 153.05499:64 153.09016:127 153.12655:319 153.16294:46 155.0455:171 155.06991:63 155.08578:48 155.10653:123 155.12363:238 155.14194:92	
1664	Unknown	18546	9.4072	9.531266	9.684033	165.0902	7700.3125	56388.703125	null	[M+H]+	M + 0	found in higher mz's MsMs_1666	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	150.477	165.05489:38 165.07:58 165.09016:2121 165.12795:494 165.16322:293 166.09427:232 166.13218:55 166.15745:59 167.06976:217 167.08496:50 167.1065:131 167.14199:484 167.17874:34 168.14596:99 169.08665:60 169.10194:83 169.12107:191 169.15931:103	51.02288:65 53.03731:166 55.01727:189 55.05436:516 57.06832:78 59.05064:90 65.0377:533 67.0548:999 69.03346:98 69.07093:62 77.03776:704 78.04512:164 79.04858:68 79.0538:1248 81.07029:1310 91.04849:35 91.05504:4140 93.06972:315 94.04065:154 95.05005:87 95.08542:234 97.06379:100 101.95574:20 103.05542:430 104.06197:225 105.06939:180 107.04909:565 109.0616:101 109.06569:954 109.08412:71 109.10255:96 115.0559:385 117.07089:1321 119.04989:72 119.08519:2158 121.06166:57 121.09941:146 122.07332:250 123.04352:280 123.07941:60 124.03721:64 124.0525:279 125.0612:114 128.05859:101 129.07005:145 131.04768:100 132.05511:138 137.05936:4789 147.0806:605 147.11864:64 148.08569:48 165.08475:44 165.09105:200 165.12883:98
1665	Unknown	18546	9.4072	9.531266	9.781317	216.1363	1137.25	9940.041015625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	78.62203	216.13631:210 217.10731:177 217.1232:174 217.15786:155 217.19543:543 218.20065:98 219.13854:123 219.17482:357 219.20965:468 220.11334:39 220.13952:54 220.1817:246 220.21515:75 221.0116:30 221.118:186	
1666	Unknown	18546	9.4348	9.531266	9.58685	221.1544	5483.25	34999.9375	null	[M+H]+	M + 0	found in higher mz's MsMs_1659	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	61.52747	221.0116:30 221.118:186 221.1384:105 221.15298:1379 221.18943:582 221.22734:321 222.15709:256 222.19215:98 222.22868:62 223.06536:582 223.09757:47 223.11075:78 223.13271:58 223.14735:50 223.16786:427 223.20447:233 224.06645:145 224.09433:41 224.17652:61 224.20734:42 225.06096:86 225.0742:45 225.09185:103 225.11391:53 225.13744:212 225.14627:326 225.16098:61 225.18598:281 225.19481:238 225.22129:684 226.09747:482 226.15054:53	55.018:67 55.05436:340 57.06314:51 57.07054:2717 59.04913:245 59.05441:33 67.054:495 69.07012:177 71.04915:92 72.07827:20 77.03948:75 79.0538:229 79.06514:20 81.07029:669 83.04874:107 83.08626:103 83.0952:20 91.04943:32 91.05224:410 93.06878:249 95.0491:82 95.08637:392 97.09856:54 104.06197:20 105.06436:81 105.06939:429 107.05112:142 107.07647:39 107.08459:290 109.10255:467 111.08045:91 113.05944:46 115.05274:87 117.06877:70 119.08626:660 121.0649:465 121.10265:172 123.07941:89 123.11639:127 125.09848:72 128.0619:60 131.01627:20 132.05736:54 133.06525:62 133.10255:233 135.07999:101 135.11417:107 137.05705:280 137.09492:193 142.07835:42 145.1019:52 147.0806:147 147.11745:167 149.05832:55 149.09303:65 151.07578:105 151.1107:82 153.091:41 160.08882:58 161.06146:80 161.09753:392 161.11372:82 161.13364:80 163.10947:158 163.14954:58 165.07214:77 165.09105:466 173.09445:45 175.11224:201 175.14857:191 177.16132:73 179.10947:153 179.11995:73 188.11882:83 191.11957:99 193.12372:76 203.07072:21 203.10426:70 203.17691:98 205.08589:49 206.16264:336 221.11763:183 221.1497:63 221.1774:59 221.18761:105
1667	Unknown	18546	9.46215	9.531266	9.655933	303.2313	10235.0625	79456.59375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	955.0158	303.15931:43 303.19515:174 303.21222:63 303.231:1626 303.30611:25 304.05605:40 304.19452:37 304.23385:413 305.15786:38 305.17327:62 305.21095:215 305.24691:375 306.12787:65 306.21363:104 306.25309:100 307.15095:23 307.17157:42 307.19047:109 307.22655:265 307.24889:120 307.26435:102 308.09487:27 308.19123:27 308.22565:79	
1668	Unknown	18546	9.46215	9.531266	9.642283	309.2057	2088.375	13523.83203125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	35.53162	309.13157:59 309.16605:39 309.18328:155 309.20569:537 309.24534:114 309.27982:78 309.29706:45 310.20628:122 310.24772:44 310.27362:46 311.14796:36 311.186:122 311.20329:73 311.21886:154 311.25863:251 311.31398:1985 312.20364:29 312.22615:37 312.2608:71 312.3145:626 313.14314:34 313.1813:116 313.21773:94 313.23855:104 313.2559:70 313.27325:362 313.29407:39 313.30622:91 314.17961:36	
1669	Unknown	18546	9.42095	9.531266	9.655933	387.2713	2662.8125	15454.3828125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	64.18796	387.21726:48 387.27128:580 388.22292:28 388.25382:41 388.27893:128 389.22987:87 389.25115:75 389.3053:84 390.27493:44 391.1779:27 391.21086:34 391.23607:49 391.28454:67 391.33496:25	
1670	Unknown	18546	9.393367	9.531266	9.655933	409.3176	2732.8125	14425.4462890625	null	[M+H]+	M + 0	found in higher mz's MsMs_1672	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	239.4201	409.2343:52 409.27397:40 409.29776:102 409.3176:626 410.19666:30 410.29395:33 410.31777:204 410.34359:348 411.2317:54 411.25357:132 411.30724:85 411.34701:97 412.19839:137 412.25213:52 412.31184:61 413.20606:82 413.2519:50 413.26784:74 413.28777:55 413.31168:52 413.33759:37 414.19302:41 414.2429:30 414.26884:60 414.30076:103	
1671	Unknown	18546	9.4348	9.531266	9.642283	410.3455	1670.25	9061.5400390625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	402.0621	410.19666:30 410.29395:33 410.31777:204 410.34359:348 411.2317:54 411.25357:132 411.30724:85 411.34701:97 412.19839:137 412.25213:52 412.31184:61 413.20606:82 413.2519:50 413.26784:74 413.28777:55 413.31168:52 413.33759:37 414.19302:41 414.2429:30 414.26884:60 414.30076:103 415.03536:118 415.25307:623 415.28303:76 415.30501:83	
1672	Unknown	18546	9.4072	9.531266	9.655933	426.3429	5846.3125	31639.35546875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	372.5116	426.34289:1604 427.22991:33 427.24814:85 427.30083:64 427.32717:41 427.34338:358 428.25984:47 428.28215:38 428.3491:88 429.08792:89 429.26054:156 429.32147:171 429.37225:64 430.08959:43 430.25835:56 430.32138:57 431.06597:46 431.29599:264	57.06314:20 57.0698:198 59.04838:37 67.05802:20 69.07419:25 71.08468:290 73.06618:50 85.10167:153 85.3279:20 89.05963:1249 91.07282:20 97.06475:20 101.05995:88 110.10213:20 117.09105:58 127.10745:20 127.15056:67 133.08673:592 139.1086:20 149.04396:38 149.13133:20 163.14828:20 171.17426:127 175.09538:45 177.11174:244 178.09677:20 184.07097:30 186.13419:20 195.11778:21 215.19876:116 215.21027:28 221.13512:41 228.15804:21 238.21083:21 239.1498:52 255.16151:20 259.22537:34 283.17319:226 283.18475:88 365.29514:31 390.29788:21 409.30344:71 409.31931:181 409.33319:51 426.2374:45 426.26169:65 426.33859:70 426.38718:49
1673	Unknown	18546	9.42095	9.531266	9.642283	427.3434	1436.6875	8263.3447265625	null	[M+H]+	M + 1	isotope of 1672	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	109.89	427.22991:33 427.24814:85 427.30083:64 427.32717:41 427.34338:358 428.25984:47 428.28215:38 428.3491:88 429.08792:89 429.26054:156 429.32147:171 429.37225:64 430.08959:43 430.25835:56 430.32138:57 431.06597:46 431.29599:264 432.26966:43 432.30635:77	
1674	Unknown	18546	9.4487	9.531266	9.655933	453.3418	1301.75	7529.3115234375	null	[M+H]+	M + 0	found in higher mz's MsMs_1675	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	308.4576	453.18735:26 453.30005:32 453.34179:334 453.40232:78 454.29405:273 454.3442:104 454.37345:298 455.10301:43 455.29961:85 455.33517:49 455.37491:94 455.4293:28 456.34815:45 457.26584:33 457.30357:53 457.35178:58 458.32923:38	
1675	Unknown	18546	9.42095	9.531266	9.684033	470.3675	6547.25	34878.91796875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	284.7345	470.33771:58 470.36748:1604 471.29276:95 471.33319:39 471.34596:43 471.37363:435 472.2999:43 472.3702:107 473.30172:49 473.3401:113 474.30886:33 474.34729:45 475.3235:193	55.0551:10 57.06981:247 59.0499:18 69.06768:26 71.08552:490 73.0553:7 73.0662:123 81.07031:4 83.08538:21 85.10078:280 87.04335:62 89.06057:2255 90.06343:13 91.07751:25 97.09954:7 101.06194:15 117.09:97 127.13069:11 127.14837:134 131.06567:8 131.0724:23 133.08562:1331 135.09937:19 151.09747:14 157.08537:9 161.11499:21 171.17429:361 175.09412:15 177.10394:16 177.11307:838 178.11642:12 179.11604:12 195.12331:36 205.14771:6 215.18587:12 215.20024:396 221.13808:160 223.14996:11 239.14833:76 259.22699:199 265.16669:42 283.17325:102 284.17709:18 285.18106:31 303.25632:7 309.18817:21 321.26291:38 327.20255:467 347.28531:6 365.28772:38 409.31543:36 424.25641:7 435.33002:10 452.24026:7 453.28738:7 453.34164:790 454.34613:11 470.1994:13 470.26318:35 470.29507:14 470.31207:27 470.33759:22 470.36948:110 470.44388:18
1676	Unknown	18546	9.4072	9.531266	9.642283	471.3741	1747.25	9363.5478515625	null	[M+H]+	M + 1	isotope of 1675	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.77768	471.29276:95 471.33319:39 471.34596:43 471.37363:435 472.2999:43 472.3702:107 473.30172:49 473.3401:113 474.30886:33 474.34729:45 475.3235:193 476.2408:38 476.27075:62 476.29428:70	
1677	Unknown	18557	9.4763	9.545167	9.684033	211.1088	1536.5625	8989.3017578125	null	[M+H]+	M + 0	found in higher mz's MsMs_1682	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	47.30542	211.0746:50 211.09597:61 211.10879:498 211.13158:48 211.14724:145 211.17004:632 211.20423:240 212.11412:59 212.15267:51 212.17409:109 212.19979:72 213.09322:50 213.11039:75 213.1476:88 213.18481:322 214.11904:23 214.16351:41 214.17929:126 214.21372:91 215.14301:195 215.17896:140 215.2034:67 215.88846:42	51.02367:20 55.01446:20 55.05373:573 57.03362:132 57.06768:141 57.0699:734 59.04923:53 66.04491:20 67.05412:521 67.06214:45 69.07023:266 69.42018:20 71.04927:178 71.08645:149 75.04448:20 79.04958:12 79.05481:148 81.07043:445 83.04709:85 83.0873:140 85.02858:66 85.06474:61 85.10181:72 91.04958:24 91.05333:170 92.04944:20 93.06799:269 95.08462:442 97.06492:188 97.10065:46 99.04415:55 105.07057:110 107.08782:140 109.0669:81 109.10171:191 111.04551:147 113.05859:43 113.09716:62 119.08112:76 119.08433:125 121.1007:67 122.07461:34 123.11768:60 124.96168:20 125.0965:40 127.07894:20 133.0994:49 137.06073:96 137.09515:186 141.07201:43 149.13518:55 151.11337:46 151.14713:83 153.06943:46 155.08324:51 165.1266:253 166.15862:63 168.0963:29 169.10059:105 175.14629:128 177.12117:20 183.11494:40 193.11861:79 193.14584:63 211.09315:61 211.15582:91
1678	Unknown	18557	9.46215	9.545167	9.698017	245.2263	17004.375	94019.9453125	null	[M+H]+	M + 0	found in higher mz's MsMs_1683; found in higher mz's MsMs_1680	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	683.5804	245.14033:42 245.15261:123 245.19099:91 245.22629:5326 246.19435:40 246.22973:841 247.13196:53 247.16895:197 247.20594:137 247.24293:356 248.17017:47 248.21342:36 248.24585:91 249.14867:63 249.18426:1363 249.21985:222 249.25854:62 250.11978:36 250.17715:188 250.18955:319	67.05446:50 69.07058:39 77.04252:33 79.05601:38 81.07076:95 91.05737:76 93.06923:119 93.0768:20 95.08492:94 103.05189:20 105.06984:137 107.08504:77 109.10299:41 117.07345:20 119.0867:84 121.102:83 133.10185:168 135.11571:98 145.10349:20 147.11427:110 149.13892:20 159.11455:20 161.13026:73 161.14021:20 163.1449:74 175.14632:55 189.16393:87 201.16171:20 203.18279:58 227.18202:20 245.22922:56
1679	Unknown	18557	9.46215	9.545167	9.698017	246.2297	3268.9375	18601.693359375	null	[M+H]+	M + 1	isotope of 1678	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	213.8392	246.19435:40 246.22973:841 247.13196:53 247.16895:197 247.20594:137 247.24293:356 248.17017:47 248.21342:36 248.24585:91 249.14867:63 249.18426:1363 249.21985:222 249.25854:62 250.11978:36 250.17715:188 250.18955:319 251.00115:174 251.12696:68 251.13939:54 251.1658:122 251.17978:191 251.19843:385	
1680	Unknown	18557	9.46215	9.545167	9.698017	263.2374	53479.1875	270488.5	null	[M+H]+	M + 0	found in higher mz's MsMs_1683	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2000.816	263.16261:57 263.18169:34 263.21032:180 263.23736:17944 264.15745:36 264.18932:101 264.20206:92 264.2403:2980 264.27058:34 265.12384:49 265.14619:41 265.15736:55 265.1813:201 265.21483:325 265.25155:1224 266.17515:61 266.20874:31 266.21993:87 266.25672:265 266.99944:112 267.12119:40 267.13721:79 267.17246:746 267.21092:118 267.23015:182 267.26861:478 268.0031:27 268.10422:448 268.17484:113 268.20053:29 268.21337:38 268.23103:39	55.05481:73 57.07026:95 66.04366:20 67.05366:586 69.06976:239 71.08349:31 71.0868:20 79.04991:36 79.05427:178 81.07076:580 83.08762:100 85.06777:38 85.36096:20 91.05269:83 93.06923:252 95.08396:529 97.09998:97 99.08444:20 105.07084:120 107.08301:96 109.10095:409 113.09532:20 119.08456:259 121.10092:399 123.1179:182 133.10072:215 135.11685:171 137.09648:62 137.13321:69 139.11365:20 141.12689:34 147.11665:128 149.13412:148 151.11472:57 151.14845:67 157.09924:20 161.13275:92 163.14613:166 165.16196:40 175.1113:32 175.14761:76 175.17487:20 189.16258:67 203.1758:45 205.19849:47 219.20807:70 245.22308:214 245.23996:21 263.23398:258
1681	Unknown	18557	9.46215	9.545167	9.698017	264.2403	10234.875	52475.24609375	null	[M+H]+	M + 1	isotope of 1680	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	740.1846	264.15745:36 264.18932:101 264.20206:92 264.2403:2980 264.27058:34 265.12384:49 265.14619:41 265.15736:55 265.1813:201 265.21483:325 265.25155:1224 266.17515:61 266.20874:31 266.21993:87 266.25672:265 266.99944:112 267.12119:40 267.13721:79 267.17246:746 267.21092:118 267.23015:182 267.26861:478 268.0031:27 268.10422:448 268.17484:113 268.20053:29 268.21337:38 268.23103:39 268.27117:147 269.10674:99 269.15176:97 269.19197:312 269.20966:164 269.22736:111	
1682	Unknown	18557	9.46215	9.545167	9.684033	267.1725	2859.875	17259.984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	77.51462	266.99944:112 267.12119:40 267.13721:79 267.17246:746 267.21092:118 267.23015:182 267.26861:478 268.0031:27 268.10422:448 268.17484:113 268.20053:29 268.21337:38 268.23103:39 268.27117:147 269.10674:99 269.15176:97 269.19197:312 269.20966:164 269.22736:111 269.24827:284 269.28205:206 270.15463:38 270.19652:49 270.21264:53 270.24487:76 270.28677:69 271.0835:32 271.11255:115 271.1529:42 271.20294:240 271.22716:122 271.24008:71 271.26106:50 272.03012:34 272.11744:34 272.1708:44	53.03954:40 55.05446:421 57.03214:70 57.07064:1043 67.05572:294 69.06942:319 71.04844:114 71.08645:134 75.02495:31 79.05307:69 81.03336:71 81.05719:76 81.07043:473 83.0462:43 83.08462:328 85.06474:69 85.10091:90 87.08099:20 93.06988:31 95.08654:563 97.09293:46 97.10162:144 98.98368:87 99.0783:73 105.06756:37 107.08477:91 109.06485:131 109.10171:240 111.03518:77 111.04345:254 111.1168:30 113.06067:111 113.39551:20 115.0624:20 119.0854:84 121.10178:75 123.1166:134 125.13597:20 127.07562:46 127.08004:16 133.10165:49 135.11781:34 137.06187:160 137.07335:111 137.13304:51 141.07317:37 147.11533:50 149.13518:25 151.14713:45 155.06248:53 155.07103:933 161.13017:37 165.12785:473 169.0993:79 183.14014:22 189.16394:42 193.1227:801 195.11674:69 197.1293:27 197.19263:51 205.09045:21 207.11841:35 211.12448:57 211.13303:871 221.1282:39 237.1956:20 250.9671:97 267.155:86 267.17743:50 267.21106:38 267.26715:35
1683	Unknown	18557	9.46215	9.545167	9.642283	281.2468	44912	242415.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1985.194	281.0495:525 281.17442:51 281.19085:47 281.20894:95 281.24675:14534 282.04958:135 282.21259:36 282.25047:2504 282.28011:307 283.02999:115 283.05143:96 283.17514:931 283.20648:161 283.26257:1572 284.04845:31 284.13437:33 284.17733:192 284.21203:33 284.26327:308 284.29136:73 285.10018:31 285.13163:48 285.14653:134 285.18626:309 285.21937:458 285.26242:37 285.27732:40 286.19034:64 286.22351:122 286.23844:41	55.05409:575 57.06952:249 67.05366:312 69.06895:494 71.08514:104 73.0457:23 79.05165:26 81.06987:315 83.08672:453 85.0289:64 85.06325:61 86.06431:20 91.05363:69 92.05444:20 93.07018:148 95.08396:441 97.06038:37 97.06617:49 97.10094:379 99.04346:59 100.03517:20 105.06984:89 105.07888:20 107.08402:121 109.10095:294 111.11705:119 113.05883:30 119.07814:40 119.08456:326 121.09877:239 123.07984:58 123.11682:146 125.09452:58 131.08627:20 133.10072:379 135.11571:157 137.09534:80 137.13206:52 147.11546:116 149.13173:99 151.11472:54 159.12569:20 161.13152:142 163.14113:38 163.15115:70 165.12416:46 165.16196:33 174.14104:20 175.14891:130 177.16296:32 179.13734:33 189.15584:36 189.16663:67 211.16853:21 219.21242:70 221.23012:78 239.24097:20 245.22615:137 248.98453:81 263.23718:64 263.24512:58 265.0231:65 281.04599:97 281.24158:57
1684	Unknown	18557	9.46215	9.545167	9.62855	282.2505	8777.625	46467.25	null	[M+H]+	M + 1	isotope of 1683	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	385.6189	282.04958:135 282.21259:36 282.25047:2504 282.28011:307 283.02999:115 283.05143:96 283.17514:931 283.20648:161 283.26257:1572 284.04845:31 284.13437:33 284.17733:192 284.21203:33 284.26327:308 284.29136:73 285.10018:31 285.13163:48 285.14653:134 285.18626:309 285.21937:458 285.26242:37 285.27732:40 286.19034:64 286.22351:122 286.23844:41 287.13971:74 287.20118:388 287.23607:194	
1685	Unknown	18557	9.46215	9.545167	9.655933	295.1718	3043.125	15934.5029296875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	55.0937	295.16165:52 295.17176:921 295.19365:125 295.22565:519 295.26103:81 296.17301:136 296.22868:215 296.25568:120 297.08133:133 297.14723:46 297.1692:83 297.18779:100 297.24187:1766 297.27567:56 298.18737:38 298.2043:49 298.24493:435 298.27201:393 299.05808:30 299.16659:75 299.19711:147 299.21915:269 299.25816:1009	
1686	Unknown	18557	9.46215	9.545167	9.711884	321.2631	13787.75	68075.3671875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	435.4049	321.1454:35 321.16824:35 321.20689:86 321.24379:521 321.26312:4217 321.31583:100 322.23901:181 322.26541:771 322.29533:74 323.18643:50 323.21815:84 323.24283:49 323.26398:141 323.27631:470 323.29042:97 324.2535:51 324.27645:242 325.2021:75 325.21094:110 325.2516:58 325.29227:689 326.21937:71	57.06878:94 67.05607:20 71.08514:166 85.10394:71 89.04899:26 89.06194:292 133.08488:79 149.13292:32 177.11337:40 195.12492:26 205.12407:20
1687	Unknown	18557	9.46215	9.545167	9.655933	322.2654	2785.125	14852.6318359375	null	[M+H]+	M + 1	isotope of 1686	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	134.7324	322.23901:181 322.26541:771 322.29533:74 323.18643:50 323.21815:84 323.24283:49 323.26398:141 323.27631:470 323.29042:97 324.2535:51 324.27645:242 325.2021:75 325.21094:110 325.2516:58 325.29227:689 326.21937:71 326.27426:49 326.29551:203 326.9652:84 327.00597:109 327.1478:50 327.20099:1151 327.23113:256 327.25241:330	
1688	Unknown	18557	9.46215	9.545167	9.669933	362.1862	1157.5	5355.70947265625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	78.39224	362.17132:26 362.18624:364 362.23661:66 362.27579:145 363.19063:87 363.21305:38 363.28778:151 363.3102:59 364.17208:38 364.24879:31 364.28621:69 365.10429:102 365.13613:358 365.23354:64 365.26352:72 365.28975:1783 365.31598:66 366.14272:106 366.25152:38 366.2928:393 366.32094:813	
1689	Unknown	18557	9.4348	9.545167	9.62855	365.2898	6468.375	31019.884765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	450.0476	365.10429:102 365.13613:358 365.23354:64 365.26352:72 365.28975:1783 365.31598:66 366.14272:106 366.25152:38 366.2928:393 366.32094:813 367.18639:25 367.20893:87 367.23147:109 367.29722:99 367.32352:190 368.17511:47 368.23154:50 368.27292:49 368.31055:48 368.34065:104 369.24238:152 369.25745:75 369.29889:44 369.35353:127 370.25272:51	55.05727:63 57.0698:387 59.04913:306 67.06203:20 69.07093:79 71.08468:622 73.06535:85 81.06765:31 81.06941:55 83.08805:42 85.10076:489 87.04517:20 89.05963:1689 95.08446:24 97.10049:75 115.11689:20 119.05203:20 121.1156:20 127.14724:37 128.03307:20 133.0856:352 161.04405:20 161.13736:50 167.10741:20 170.07433:20 171.17297:50 173.15636:30 175.15117:20 177.11174:134 177.16:20 185.03513:28 185.04047:73 195.08083:50 195.13284:21 203.05116:249 215.10387:21 227.17885:21 237.17104:21 239.15132:35 243.09685:57 259.09125:21 263.19412:21 309.16571:32 317.12961:21 319.21564:56 337.18082:21 347.24142:44 347.28891:39 365.10031:211 365.13589:2403 365.164:132
1690	Unknown	18557	9.36545	9.545167	9.655933	366.321	2674.625	14723.0205078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	303.2001	366.14272:106 366.25152:38 366.2928:393 366.32094:813 367.18639:25 367.20893:87 367.23147:109 367.29722:99 367.32352:190 368.17511:47 368.23154:50 368.27292:49 368.31055:48 368.34065:104 369.24238:152 369.25745:75 369.29889:44 369.35353:127 370.25272:51 370.29611:36 370.35082:89 371.10014:291 371.17001:52 371.22856:1021 371.26256:183 371.30978:76	
1691	Unknown	18557	9.42095	9.545167	9.767734	454.2919	1502.625	11396.7841796875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	59.43673	454.29189:420 454.34412:151 454.37755:264 455.10293:51 455.25979:37 455.29535:139 455.31626:45 455.34973:62 455.37483:84 457.21964:44 457.26366:44 457.30559:43 457.32026:64 457.34961:91 458.2641:42 458.29348:33 459.28244:346	
1692	Unknown	18568	9.4763	9.5592	9.740067	235.1694	151314.625	679947.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1855.567	235.16939:53248 236.13248:39 236.1611:157 236.17315:8416 236.20629:69 237.11112:82 237.12923:48 237.14886:66 237.16848:122 237.17603:769 237.22132:493 238.1765:81 238.22642:85 239.08811:79 239.12753:59 239.14875:665 239.20029:395 239.23668:190 240.15336:85	53.02994:10 57.06955:3732 67.05531:31 81.07081:42 91.05275:29 95.04962:55 107.04859:40 109.09999:23 119.0825:15 121.09992:20 123.04512:389 133.09741:19 135.0782:37 147.11794:19 161.05696:21 163.07613:124 165.12679:18 175.14903:10 177.09001:20 179.10597:5036 179.14401:19 189.16136:37 217.19257:21 219.1371:128 235.11667:20 235.16779:5227
1693	Unknown	18568	9.4763	9.5592	9.740067	236.1732	24635.4375	113002.4609375	null	[M+H]+	M + 1	isotope of 1692	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	777.4912	236.13248:39 236.1611:157 236.17315:8416 236.20629:69 237.11112:82 237.12923:48 237.14886:66 237.16848:122 237.17603:769 237.22132:493 238.1765:81 238.22642:85 239.08811:79 239.12753:59 239.14875:665 239.20029:395 239.23668:190 240.15336:85 240.20046:63 240.23084:87 241.10376:49 241.12355:63 241.1616:67	
