PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum,Predicted Label,Prediction Probability
2006,Unknown,19382,10.31872,10.46332,10.65242,256.2636,24876.8125,112608.6796875,,[M+H]+,M + 0,similar chromatogram in higher mz_2008; similar chromatogram in higher mz_2011,,,,,,,999,False,False,False,,,,,,1178.702,256.23853:62 256.26364:7228 256.9153:54 257.0976:24 257.13689:80 257.15418:36 257.18877:69 257.22493:83 257.26738:1023 258.22897:33 258.2715:150 258.91151:34 259.13396:35 259.1671:70 259.19393:50 259.20498:82 259.24444:47 261.13242:31 261.1847:59 261.22114:88,55.05332:25 57.03393:8 57.07021:92 58.91855:4 67.05762:4 69.06971:36 71.04873:12 71.08344:29 74.06039:55 81.06893:8 83.08577:16 85.10116:10 86.0597:12 88.07567:202 95.08294:7 97.10377:12 98.0906:4 100.07923:12 102.09276:95 114.08987:6 116.10803:43 121.09976:7 126.09745:4 130.12048:22 135.11903:7 144.14023:14 158.15387:20 172.16989:19 186.1852:7 200.20061:11 214.21349:8 256.20541:10 256.22266:10 256.23367:19 256.2619:1181,0,0.019387000297741274
1700,Unknown,18579,9.4348,9.573,9.669933,257.2111,5312.375,27255.025390625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,106.9309,257.11681:41 257.13568:63 257.15297:74 257.1907:171 257.20956:1606 257.24887:54 258.18837:53 258.21358:310 258.24351:56 259.15484:46 259.16904:434 259.20534:425 259.2448:38 260.16738:51 260.20217:128 261.12803:41 261.14704:58 261.18506:139 261.2215:2050 262.14601:191 262.1841:58,55.0544:169 57.02615:10 57.03356:161 57.04688:90 57.05429:101 57.06762:153 57.06984:1214 59.04541:32 67.05485:185 69.07097:118 70.07259:17 71.08307:73 71.08555:438 75.04355:18 77.02146:15 79.05386:125 81.07035:188 83.08632:115 85.02668:25 85.09991:137 89.05969:84 89.11058:10 91.05417:90 91.06071:10 93.06884:68 95.08548:303 97.09959:43 97.10828:10 99.09186:26 101.09648:10 103.07439:52 108.04339:18 109.09955:105 113.0543:18 115.9652:40 117.06991:35 119.08634:17 121.09949:24 123.11973:36 128.06754:27 130.08223:10 131.08481:44 133.02576:15 133.10265:59 135.11424:29 141.06834:24 141.13821:29 142.12167:171 143.08745:23 145.09962:45 149.02492:27 153.06927:31 155.08307:48 157.10388:33 159.08337:20 159.11676:58 159.15758:25 161.13124:29 163.15215:23 165.07227:10 168.09103:26 169.06345:26 169.09914:39 171.07819:27 171.11665:37 173.13455:39 175.11107:22 176.0619:10 179.08466:33 183.11475:35 183.17444:36 185.09526:35 187.14944:26 195.07684:16 197.09608:38 197.13187:43 199.14369:24 201.04341:24 201.12543:24 201.16435:37 201.18243:38 202.86696:19 211.14705:27 211.20688:21 215.14426:31 225.08427:10 229.19585:52 239.13783:19 239.17876:63 240.09685:26 257.10864:22 257.1275:51 257.15424:55 257.1904:134 257.20926:89 257.25012:45 257.26901:44,0,0.006666666666666667
1000,Unknown,18183,8.669583,9.073867,9.337433,257.2472,13405.875,146595.734375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,282.0151,257.1041:96 257.15598:212 257.19056:925 257.222:263 257.24716:2665 258.19296:120 258.24967:590 259.13103:98 259.15628:366 259.16733:387 259.2052:1337 260.16566:291 260.20835:257 261.11206:105 261.15007:124 261.17225:77 261.18493:240 261.22295:4845 262.15698:349 262.22523:968,55.05437:228 57.06981:563 58.06571:95 67.05401:81 69.07012:169 71.0508:37 71.08551:572 75.02483:51 79.05207:67 79.30416:20 81.06942:153 83.08627:206 85.10077:61 89.05964:76 89.06889:27 91.05411:83 93.07162:80 95.08543:93 97.06476:38 97.10436:50 99.08107:256 101.06193:46 103.07931:17 105.0694:83 107.0846:59 109.10153:38 111.09182:25 113.06257:20 116.10769:52 117.07514:20 121.10158:50 128.06413:31 131.08475:47 133.10031:64 135.11646:32 140.06992:105 141.14165:892 142.12277:10471 143.08269:57 145.09955:98 155.08542:81 157.10011:83 159.1142:51 159.14882:872 167.08334:51 169.10159:62 171.12041:93 172.95132:192 172.9565:1724 173.13187:49 183.03506:441 183.11995:58 187.10912:61 197.13174:98 199.04951:61 201.04607:1497 211.11417:63 217.14163:21 222.07494:21 257.10693:444 257.17609:105 257.18866:40 257.26886:184,0,0.012516229565455578
1734,Unknown,18656,9.5592,9.669933,9.881467,258.2419,8899.25,50858.4296875,,[M+H]+,M + 0,similar chromatogram in higher mz_1736; similar chromatogram in higher mz_1742,,,,,,,999,False,False,False,,,,,,454.6429,258.24193:2033 259.15326:84 259.16904:185 259.18797:59 259.20533:291 259.24637:325 260.1737:51 260.21007:63 260.24802:54 261.14704:72 261.16605:34 261.18664:125 261.2215:293 261.25636:30 262.14124:41 262.17933:65 262.22378:45 262.25394:39 263.10712:29 263.14687:29 263.16596:67 263.18345:28 263.20094:122 263.23593:418,55.05292:81 57.07056:1287 58.05975:53 58.06498:267 60.04463:25 62.05979:886 68.05794:20 69.07095:48 71.08139:35 71.08635:392 72.04417:785 74.06:32 83.08271:20 85.10079:167 86.05933:83 90.05413:85 95.08544:17 99.07914:17 120.09076:13 128.981:10 138.963:10 143.12257:31 144.0882:10 158.07108:21 160.1236:23 162.13445:24 169.97469:10 173.12544:10 183.11336:10 187.1105:22 198.13367:27 200.11038:18 202.04813:24 203.0694:10 212.23665:757 213.16164:19 226.17973:10 228.14774:17 230.24918:3658 240.20309:82 240.23196:1697 258.12183:25 258.15173:24 258.20844:46 258.2431:367,0,0.045405471968608245
753,Unknown,18062,8.548067,8.92225,9.171383,258.2794,42354.5,193565.140625,,[M+H]+,M + 0,similar chromatogram in higher mz_755,,,,,,,999,False,False,False,,,,,,2208.672,258.11249:58 258.20542:139 258.2259:111 258.25111:227 258.27946:14696 259.13247:112 259.1735:116 259.19875:70 259.20506:301 259.2824:2308 260.13864:50 260.16868:55 260.20979:98 260.2351:35 260.2857:213 261.07865:30 261.12459:172 261.14676:161 261.21964:1708 262.12827:46 262.15525:203 262.18699:41 262.2235:359 263.12592:75 263.16568:208 263.19748:112 263.23088:40 263.23884:154,55.05406:78 57.06875:437 58.06464:55 60.04429:20 62.06021:431 69.06729:26 71.08677:107 73.03059:20 85.09757:34 85.10028:81 97.09897:47 110.0943:32 118.02888:20 121.10411:77 130.07692:20 137.09068:20 142.12309:94 143.12405:163 177.15897:34 177.16679:44 194.18936:106 220.21057:20 240.26694:440 240.28517:41 258.25723:44 258.2793:3254,0,0.03963287211594458
1296,Unknown,18282,8.894683,9.199117,9.5592,261.1848,4261.75,78098.3515625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,129.878,261.11197:74 261.14999:166 261.15949:131 261.18484:948 261.22128:1349 262.1553:87 262.18705:159 262.22356:260 263.16414:273 263.17845:115 263.20072:417 263.23571:1907 264.16855:64 264.20201:89 264.23865:458 264.26893:75 265.12059:127 265.1589:94 265.17965:979 265.19561:411 265.21796:494 265.25309:567 266.18309:229,55.01722:346 55.05358:212 57.06975:143 58.06491:42 59.03627:670 60.04532:79 65.03764:46 67.05314:312 68.41334:20 69.07005:216 69.33835:20 71.0499:71 72.04492:2046 73.04936:69 77.03854:75 79.05286:331 81.06933:544 83.04955:65 83.0835:132 85.06361:66 85.10249:81 86.06104:335 91.05402:271 93.07247:428 95.04996:65 95.08533:354 95.09584:20 97.07045:50 98.07265:210 99.07902:57 100.07483:261 103.0394:20 105.07029:301 106.06642:77 107.07434:69 107.08652:364 109.06661:39 109.1004:205 111.08241:77 113.09581:53 114.0894:215 115.11258:20 117.07184:218 119.08508:288 120.08632:25 121.06155:41 121.0993:480 123.08255:77 126.09369:33 128.09064:45 128.1095:587 129.07216:29 131.07899:112 131.08572:265 133.09113:41 133.1013:239 135.08781:75 135.11517:201 137.09595:57 137.15219:20 142.12262:491 145.10059:203 147.07808:55 147.11731:365 149.08929:81 149.13359:179 151.07924:54 155.08649:62 156.13814:303 157.09872:43 159.08064:88 159.1165:384 161.13223:284 163.11307:108 163.14561:114 165.12868:39 169.09631:64 169.10524:20 173.11363:62 173.13168:343 175.11208:67 175.14711:109 177.08809:35 177.12723:51 177.16245:66 179.14078:41 181.09314:20 183.11842:74 185.13098:58 185.17633:55 187.10222:39 187.14915:156 189.12839:51 191.14378:54 197.13155:39 199.14754:91 201.07367:39 201.12927:50 201.16403:127 203.06773:52 203.17812:35 205.11938:45 207.11646:35 215.14249:166 215.17699:121 217.19341:50 219.17279:66 225.16776:54 243.13329:59 243.14857:60 243.17763:83 243.20972:536 261.11621:42 261.13522:68 261.1796:97 261.18591:80 261.21921:324,0,0.006666666666666667
1724,Unknown,18623,9.5592,9.62855,9.698017,261.1851,2252.0,12854.978515625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,46.7721,261.12965:33 261.18509:547 261.20727:45 261.21995:473 262.14286:271 262.1873:103 262.2254:95 263.20256:116 263.23596:759 264.20385:52 264.2405:130 265.14319:24 265.16394:56 265.1815:111 265.19427:88 265.21662:364 265.25175:370,55.01586:11 55.05295:60 57.0691:701 61.02932:10 67.05405:88 69.07017:38 71.08473:27 72.04504:21 77.04126:10 79.05386:44 81.06947:108 83.05148:34 85.06375:17 91.05324:109 93.06885:81 95.08262:41 97.06676:19 99.08211:25 103.05549:19 105.06947:67 107.08366:49 109.10058:52 111.04334:37 115.10962:10 117.06992:37 119.08421:53 121.05959:33 121.10166:60 123.11539:35 128.0609:25 131.0489:323 131.08371:35 133.09814:51 135.11768:54 137.09618:30 145.10201:79 147.11517:42 149.05963:844 151.07709:23 155.06844:63 157.09898:27 159.1143:62 161.13251:60 163.1459:37 165.09117:34 169.10043:27 172.09006:88 173.13069:68 175.07347:31 175.14871:35 177.16145:30 187.11192:153 187.14813:75 189.16241:18 191.14548:19 193.15384:29 201.12683:37 203.17847:32 205.12395:881 208.66731:10 215.18024:29 219.17171:10 232.16914:15 243.13676:42 243.17192:25 243.18568:24 243.21014:67 246.06657:25 261.10715:32 261.16418:28 261.18637:227 261.22281:84,0,0.010960423634336677
914,Unknown,18139,8.894683,9.018383,9.185516,261.2214,29516.6875,292477.375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,1023.823,261.11353:88 261.14679:73 261.18164:207 261.1959:98 261.22125:6426 262.15369:269 262.22353:1134 263.12754:59 263.16571:174 263.20228:210 263.23727:1251 264.15259:69 264.16852:60 264.20357:94 264.24022:316 265.14291:104 265.16207:66 265.17643:289 265.19399:358 265.21475:206 265.25306:156 266.12389:103 266.17027:54 266.18466:95 266.19746:145,55.05483:48 57.07249:20 67.05367:114 77.03996:34 79.05341:96 81.06812:120 91.05552:73 93.0702:145 95.08494:190 99.07958:32 105.06584:30 105.07187:137 107.08607:67 109.10199:40 116.06272:20 119.08886:71 121.10095:407 123.11684:37 131.08517:88 133.10187:152 135.11688:300 139.12407:20 145.10114:66 147.11668:168 149.13295:76 159.11829:91 161.13155:115 163.15118:32 173.13223:70 175.14635:79 187.147:54 215.14011:21 243.20712:111 261.22278:168,0,0.02688112027694532
1708,Unknown,18601,9.51755,9.60065,9.711884,262.1431,3413.875,16112.884765625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,159.3912,262.14312:1072 262.17645:36 262.18915:45 262.22407:137 262.25264:33 263.14557:206 263.20282:153 263.23622:1257 264.14835:51 264.20093:46 264.24236:252 264.26626:27 265.1227:35 265.16101:61 265.18017:125 265.19613:61 265.21529:302 265.25201:539 266.17401:30 266.2188:70 266.9983:137 267.13447:35,55.05518:20 57.0699:359 58.06357:77 58.07253:43 67.05572:58 74.05758:20 89.94359:20 93.07083:79 110.10129:45 113.9599:20 132.06435:20 149.05858:69 150.06561:92 151.97623:20 160.1201:20 188.11511:42 202.12227:94 203.13115:66 205.1438:48 206.08138:119 206.125:138 227.14378:21 232.09619:71 244.16679:32 244.21428:46 246.10217:59 246.10986:298 247.11974:392 262.14438:2585 262.18408:50,0,0.46556333141483747
284,Unknown,11869,4.8592,4.9854,5.155733,262.2365,4381.0,19602.7734375,,[M+H]+,M + 0,similar chromatogram in higher mz_285,,,,,,,999,False,False,False,,,,,,243.8063,262.23655:1305 263.14853:27 263.24077:192 264.24054:34 265.14004:14 265.21666:16 266.99807:38 267.15988:23 267.19513:20,53.03812:7 56.04885:7 57.0699:220 58.06506:51 70.06529:557 71.08563:133 72.08173:19 73.05039:7 84.07851:13 86.06037:13 88.07635:1017 102.09158:559 109.09865:7 113.05755:8 129.97173:7 132.09927:31 143.07002:7 146.11827:25 150.11125:41 156.07242:11 156.17287:110 172.17126:13 174.185:34 180.06744:7 200.20221:3467 204.93887:12 218.20937:14 228.12141:7 233.18768:24 244.22655:266 262.23807:1824,0,0.15335604034434233
543,Unknown,15510,7.362817,7.501917,7.6557,262.2376,4460.5625,28770.634765625,,[M+H]+,M + 0,similar chromatogram in higher mz_544,,,,,,,999,False,False,False,,,,,,248.2097,262.23758:1113 263.24022:172 264.24158:23 267.15451:23,55.05575:12 56.04941:237 57.06973:155 58.05742:6 58.06564:140 60.04075:4 60.04378:42 68.04894:16 69.07003:10 70.06918:2 71.08542:47 74.05567:7 74.05989:188 81.07108:4 83.08527:16 85.10066:27 86.0592:36 88.02274:4 88.07517:365 90.05493:5 92.02096:2 97.10037:5 100.07578:4 102.97868:2 104.06984:15 118.08587:136 122.07967:130 136.06142:4 149.02104:3 154.0858:7 156.17485:4 171.11121:4 178.16721:4 182.18834:20 184.20509:4 186.18478:7 200.19884:15 204.94107:8 214.18875:4 214.19592:8 214.216:2158 218.20871:8 220.1767:3 226.21771:9 233.18999:8 244.22888:61 247.20534:4 262.12457:4 262.14203:15 262.20078:5 262.23727:909,0,0.009484443790413615
1154,Unknown,18238,8.894683,9.143567,9.28195,263.236,27784.8125,275237.84375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,1057.283,263.11039:45 263.14537:102 263.16445:544 263.18354:124 263.20103:441 263.23602:6352 264.15611:174 264.16408:145 264.19435:138 264.24216:1058 265.16241:90 265.17997:891 265.21509:436 265.25181:349 266.18181:233 267.12305:317 267.1567:128 267.19676:778 267.23201:259 267.26727:360 268.10287:412 268.15424:75 268.19919:121 268.22648:645,55.0563:20 57.06881:58 67.05531:284 69.06899:114 71.08519:20 79.05693:97 81.07081:336 83.08499:52 85.09947:20 91.05649:73 93.07024:250 95.08689:250 97.10004:49 103.05892:20 105.0699:75 107.08409:67 109.09999:278 119.08677:127 121.10316:178 123.11689:78 131.08972:39 133.09967:130 135.11578:126 137.12987:49 144.091:20 147.11674:116 149.13303:114 161.12663:49 161.13409:62 163.14624:75 170.10675:20 175.14383:26 175.14902:35 179.186:26 185.13559:20 203.18011:47 217.15643:37 245.2263:167 263.14352:28 263.23416:205,0,0.015003600041804965
1207,Unknown,18249,8.894683,9.157766,9.25455,265.1799,6728.5,71716.125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,136.1594,265.17987:1342 265.21499:485 265.25491:442 266.18171:350 266.2153:170 267.12136:1219 267.16301:192 267.17743:100 267.19506:636 267.23031:280 267.26717:323 268.10438:373 268.12525:366 268.19909:133 268.22638:358 268.26492:204 269.17445:203 269.18892:248 269.21305:417 269.22913:187 269.24683:197 269.28222:289,55.01662:101 55.05371:499 57.03138:37 57.06988:1116 59.04997:70 65.0378:58 67.05329:551 69.06696:93 69.0694:510 71.04759:142 71.08726:123 75.02578:20 77.03959:41 78.04091:20 79.05566:335 81.03334:60 81.06688:199 81.07041:443 83.04796:61 83.08549:261 85.02856:44 85.06291:44 85.1036:67 91.0533:202 93.07175:263 95.04923:52 95.07313:76 95.0846:444 96.08997:43 97.06489:89 99.07535:35 99.07925:77 103.05357:20 105.07054:157 106.07172:81 107.07561:72 107.08474:301 109.10168:289 110.10023:40 113.06585:89 117.06788:55 119.08536:169 121.06615:66 121.0888:136 121.1039:384 122.10491:67 123.11656:118 125.09427:59 127.10985:41 129.06914:58 131.08604:156 133.06656:78 133.10049:170 133.65182:20 135.07903:88 135.11662:204 137.09512:64 137.13185:49 137.15137:20 141.04984:34 141.08476:20 145.10211:116 147.11409:52 149.05972:175 149.09564:181 149.10162:125 149.116:56 149.13155:146 151.11214:49 153.05363:125 153.0706:36 155.08197:49 155.14424:20 159.07732:59 159.11565:184 161.13261:56 163.07339:44 163.10844:108 163.12097:93 163.15477:30 165.06987:41 167.06963:71 167.10637:29 169.10054:69 171.11935:70 173.1179:91 175.11121:62 177.0546:41 177.08591:60 177.12895:69 177.16287:31 179.08479:61 181.10149:87 182.10547:31 183.11488:67 187.14825:64 189.15985:48 191.10493:61 191.14558:47 195.11533:170 197.13065:41 201.16589:88 204.09625:73 205.15919:153 209.09958:100 209.11801:206 209.13361:97 211.15007:84 215.18037:65 219.07899:39 219.18347:405 223.15024:58 229.19603:26 235.13618:83 247.18132:395 247.22755:30 250.15395:233 265.15744:115 265.17978:2100 265.20053:208,0,0.0033333333333333335
1760,Unknown,18700,9.642283,9.725917,9.922234,265.2519,26923.75,147897.09375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,584.9241,265.1034:30 265.14011:28 265.16086:29 265.18161:68 265.21514:137 265.23908:203 265.25186:9201 266.17066:34 266.22025:63 266.25543:1641 266.99815:156 267.12631:27 267.15835:35 267.17598:121 267.19681:109 267.23046:186 267.26732:474 267.9986:43 268.10453:504 268.21369:35 268.23456:47 268.26988:93 269.10383:88 269.1553:45 269.21159:434 269.22606:131 269.24697:418 269.28397:153 270.192:30 270.21295:54 270.25163:87,55.05415:292 57.03404:23 57.06884:129 59.04891:10 67.05374:185 69.06984:396 71.04639:20 71.08523:48 79.05523:54 81.0329:30 81.07085:321 83.0484:21 83.08503:169 85.06606:26 85.10042:30 91.06028:10 93.07029:135 95.08503:255 97.06435:45 97.10106:137 99.08163:17 107.08415:105 109.10107:133 111.08102:48 111.11615:39 119.08577:18 121.10107:197 123.11913:86 125.09796:40 133.10201:16 135.11588:224 135.15005:10 137.12993:19 139.1115:45 149.1319:169 151.14622:18 153.12674:35 163.14883:81 165.16592:22 177.16316:41 179.98482:10 183.17487:10 247.24153:93 265.18622:21 265.25485:125,0,0.0012995921253437367
317,Unknown,12166,5.138,5.206117,5.3365,266.1643,2398.375,11430.2900390625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,134.6352,266.16433:684 266.99821:49 267.16803:90 268.10298:269 268.1704:31 269.10872:66 269.17305:30 270.07767:133 271.07903:25,92.04847:9 136.06062:15 154.06552:10 166.06508:8 168.06702:8 181.07378:11 194.08287:10 196.96687:8 207.09013:14 208.08586:29 208.09859:41 209.09532:51 220.10892:8 222.10152:90 223.11069:466 224.11777:725 236.11728:115 250.13222:14 251.14098:22 266.14963:22 266.16562:3170,0,0.19683839266912012
1242,Unknown,18260,9.087867,9.171383,9.2411,267.1228,5558.625,27385.080078125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,164.5793,267.00121:122 267.09733:77 267.12296:1772 267.15981:144 267.18866:155 267.19667:741 267.23192:247 267.26718:400 268.10439:427 268.12686:368 268.19749:124 268.228:155 268.26332:402 269.10209:81 269.11656:113 269.13425:145 269.15355:168 269.17445:355 269.20823:361 269.22271:154 269.24683:202 269.26453:133 269.28222:290 270.17897:144 270.20314:83 270.28694:105 271.11272:68 271.13371:90 271.18859:740 271.20635:320 271.22572:597 271.26447:139,53.03877:68 55.05367:767 57.03282:58 57.0417:82 57.06984:647 59.04917:55 67.05485:701 69.03432:36 69.06934:744 71.04837:693 71.06654:98 71.08473:167 75.02147:44 77.03867:98 79.05473:236 81.03328:58 81.06946:992 83.03897:53 83.04879:888 83.06666:183 83.08006:150 85.06465:114 85.09991:102 87.08089:85 89.05784:20 91.05417:221 93.07073:261 95.08452:1242 97.10152:163 99.04405:92 101.06001:253 103.05548:51 105.07046:209 107.05017:8030 109.06167:79 109.1016:540 111.04333:46 111.08052:89 113.05951:96 117.07097:65 119.0489:47 119.08527:209 121.05311:45 121.0639:143 121.09949:246 123.07949:250 123.11864:193 125.09527:71 129.07124:29 131.08369:92 133.09926:155 135.11424:91 137.09502:141 139.11563:77 141.06834:82 145.09962:96 147.07831:90 147.11636:152 149.05962:130 149.09552:97 149.13263:66 151.07346:112 151.11081:152 153.09232:71 155.08551:100 155.09406:76 157.09651:92 159.06976:66 159.0809:537 161.08023:177 163.10957:95 163.14838:35 165.05463:71 165.09241:91 165.12769:50 167.14299:55 169.09785:82 171.11539:67 173.13196:33 175.10847:60 176.15297:20 177.12228:45 178.07857:60 179.08202:69 181.09607:68 183.12537:49 185.13127:56 189.0896:67 189.16508:98 192.09261:105 193.12386:38 197.13324:94 203.17984:94 207.11115:61 207.13654:52 211.11143:55 213.16745:87 216.81108:21 221.13235:89 221.19066:106 225.12546:85 225.1637:85 231.17392:47 239.08023:56 239.14389:57 249.12994:52 249.15625:56 249.18565:212 250.96373:109 266.99771:46 267.06339:48 267.11145:86 267.12427:464 267.18835:107 267.21399:104,0,0.0033333333333333335
1682,Unknown,18557,9.46215,9.545167,9.684033,267.1725,2859.875,17259.984375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,77.51462,266.99944:112 267.12119:40 267.13721:79 267.17246:746 267.21092:118 267.23015:182 267.26861:478 268.0031:27 268.10422:448 268.17484:113 268.20053:29 268.21337:38 268.23103:39 268.27117:147 269.10674:99 269.15176:97 269.19197:312 269.20966:164 269.22736:111 269.24827:284 269.28205:206 270.15463:38 270.19652:49 270.21264:53 270.24487:76 270.28677:69 271.0835:32 271.11255:115 271.1529:42 271.20294:240 271.22716:122 271.24008:71 271.26106:50 272.03012:34 272.11744:34 272.1708:44,53.03954:40 55.05446:421 57.03214:70 57.07064:1043 67.05572:294 69.06942:319 71.04844:114 71.08645:134 75.02495:31 79.05307:69 81.03336:71 81.05719:76 81.07043:473 83.0462:43 83.08462:328 85.06474:69 85.10091:90 87.08099:20 93.06988:31 95.08654:563 97.09293:46 97.10162:144 98.98368:87 99.0783:73 105.06756:37 107.08477:91 109.06485:131 109.10171:240 111.03518:77 111.04345:254 111.1168:30 113.06067:111 113.39551:20 115.0624:20 119.0854:84 121.10178:75 123.1166:134 125.13597:20 127.07562:46 127.08004:16 133.10165:49 135.11781:34 137.06187:160 137.07335:111 137.13304:51 141.07317:37 147.11533:50 149.13518:25 151.14713:45 155.06248:53 155.07103:933 161.13017:37 165.12785:473 169.0993:79 183.14014:22 189.16394:42 193.1227:801 195.11674:69 197.1293:27 197.19263:51 205.09045:21 207.11841:35 211.12448:57 211.13303:871 221.1282:39 237.1956:20 250.9671:97 267.155:86 267.17743:50 267.21106:38 267.26715:35,0,0.026842309712387078
934,Unknown,18150,8.936216,9.03205,9.2411,268.154,5431.625,30468.078125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,37.81481,268.10425:326 268.15401:1655 268.18772:73 268.23588:79 269.10838:78 269.11642:71 269.13893:101 269.15823:382 269.17431:148 269.1904:191 269.21131:2458 269.28208:194 270.19656:79 270.21267:411 270.31742:76 271.11904:62 271.13518:62 271.17069:160 271.19006:350 271.20621:113 271.21589:109 271.22397:240 271.26433:130 272.18216:47 272.1951:83 272.22259:873 272.24038:702 272.25818:12071 273.10964:364 273.1469:173,53.03732:20 55.05364:73 57.03279:115 57.06981:125 59.05441:20 67.05:84 69.06931:77 71.08552:51 79.05381:42 81.04206:20 81.06942:147 83.08717:72 85.02844:53 86.10388:53 91.05412:35 93.06973:92 94.07203:44 95.08447:105 96.08888:49 97.06476:42 105.0694:58 107.04809:91 108.05454:20 110.10215:59 119.036:116 121.09727:43 124.12458:20 133.10258:45 135.11646:56 136.06273:2727 149.05714:63 154.12738:20 162.1394:43 169.99638:39 174.10451:20 177.05566:127 180.11057:47 222.11876:28 235.33585:21 250.0854:54 250.14742:41 268.10233:94 268.13123:67 268.20187:88,0,0.058923135388556605
2171,Unknown,19723,10.68748,10.82292,10.97902,270.2802,2555.0625,19536.732421875,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,75.67943,270.28015:517 271.1495:38 271.16726:48 271.18824:32 271.20439:62 271.23022:20 271.23991:45 271.26251:114 271.2835:113 272.26444:36 273.16452:92 273.18558:64 273.25688:62 274.27547:31 275.2:114 275.27156:25,55.05505:58 57.06977:526 60.04838:7 69.06844:43 70.07414:24 71.08546:347 81.06848:19 83.08532:25 83.09068:11 86.10655:7 88.07614:20 95.08536:20 97.10043:13 98.10375:14 98.97564:13 102.08935:8 107.08554:11 117.06976:10 136.0592:16 137.13158:12 150.97809:10 158.14857:44 158.15474:440 159.12274:7 163.07056:10 164.07103:9 180.17358:20 191.1059:7 193.08682:7 200.15179:7 209.09065:11 213.12424:7 225.16341:13 242.24763:15 252.26802:11 270.11227:11 270.25891:26 270.27823:482,0,0.016498646151229344
1805,Unknown,18810,9.725917,9.854134,10.0335,271.1885,3170.8125,18192.3046875,,[M+H]+,M + 0,similar chromatogram in higher mz_1807,,,,,,,999,False,False,False,,,,,,44.35004,271.11908:29 271.13522:34 271.16912:77 271.18849:760 271.22562:53 271.24661:36 272.19191:115 272.2566:115 273.18421:92 273.21986:137 273.25713:66 274.22377:46 274.27085:36 275.16611:49 275.20026:159 275.23603:126 276.16056:51,53.03875:8 55.01802:11 55.05438:343 57.03354:24 57.06908:206 59.0484:14 65.0393:8 67.05402:150 69.07095:257 71.04917:46 71.08553:62 73.02767:32 73.06369:15 75.02484:23 79.05383:114 81.07032:248 82.07165:6 83.04876:17 83.07199:7 83.08539:289 85.06552:31 87.04611:6 91.05413:53 93.06975:146 95.08544:249 97.06381:75 97.08892:9 97.10148:172 99.04401:11 99.07914:22 101.05899:13 103.07435:22 105.06942:26 107.04912:9 107.08563:120 109.10053:59 111.08048:56 111.11768:16 113.05947:10 115.05593:9 117.06986:18 119.08416:38 121.10053:110 123.08053:16 123.1186:27 125.09632:63 129.06787:9 131.08141:6 131.08476:37 133.09921:28 135.08002:7 135.11649:27 137.13284:16 139.11096:26 139.15143:7 143.08035:8 145.10194:14 147.11511:36 149.09187:7 149.09906:10 149.13496:15 151.11075:7 155.08423:25 157.10136:18 159.07837:12 159.1167:27 159.13525:8 161.0976:17 161.12994:22 163.14833:172 165.09109:15 167.08464:7 169.10036:29 171.0807:8 171.11403:14 173.13062:50 175.11099:10 175.14603:10 179.08327:9 181.158:55 183.11732:29 183.81973:4 185.13387:15 187.11317:16 187.14938:19 189.13132:9 191.1386:11 191.14809:7 197.09738:25 197.13179:19 198.14609:10 199.145:8 201.08781:9 201.12396:10 201.1615:9 203.10571:9 207.11812:8 209.15321:16 210.10274:15 211.11279:14 211.14841:15 213.12444:10 213.16309:11 215.14418:22 215.18156:15 221.10748:11 225.12538:10 225.16362:10 225.22099:11 227.16708:12 229.1557:15 235.14494:14 239.08923:9 240.23045:13 243.17332:33 243.20695:15 253.15964:19 253.19395:20 254.21042:7 271.11554:12 271.13168:19 271.15753:50 271.17206:76 271.18982:966 271.23016:10 271.27054:8,0,0.002666666666666667
